index,site_store,b2b_b2c,channel_id,region,city_level,store_concept,trade_term,area_range,store_type,urbanization,branch_area,address_2,address_3,showroom_area,warehouse_area,start_month,start_year,end_month,end_year,note,customer_id,customer_name
965,1425,B2C,CHTT,KVMTR,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMTR-TN,Tp. Hội An,QNM,75,85,12,2019,,,,488f1b4be,customer162
966,1510,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,Tp. Cao Lãnh,ĐTP,109.2,102.96,5,2014,,,,97e327941,customer688
967,1520,B2C,CHTT,KVMT,Cấp 1,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,Q. Bình Thủy,CTƠ,121.8,73.08,7,2017,,,,2a7831f53,customer1496
968,1528,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,Tp. Vĩnh Long,VLG,142.8,41.3,8,2019,,,,e8492da09,customer1297
969,1528,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,Tp. Vĩnh Long,VLG,142.8,41.3,8,2019,,,,26c7956db,customer1858
970,1616,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMTR-TN,Tp. Buôn Ma Thuột,ĐLK,146,82,1,2017,,,,ebe77f6b8,customer959
971,1805,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B Special,Drop-ship,50 m2 < và <= 100 m2,Độc lập,TT hành chính kinh tế,CNMN,Q. 1,HCM,95,,4,2019,,,,f92b1c069,customer1845
972,1805,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B Special,Drop-ship,50 m2 < và <= 100 m2,Độc lập,TT hành chính kinh tế,CNMN,Q. 1,HCM,95,,4,2019,,,,3c9fe6a3b,customer1520
973,1806,B2C,CHTT,KVMB,Cấp TW,Cửa hàng B Special,Drop-ship,,Độc lập,TT hành chính kinh tế,CNMB,Q. Hoàn Kiếm,HNI,,,5,2019,10,2021,,13c982af7,customer1389
974,1806,B2C,CHTT,KVMB,Cấp TW,Cửa hàng B Special,Drop-ship,,Độc lập,TT hành chính kinh tế,CNMB,Q. Hoàn Kiếm,HNI,,,5,2019,10,2021,,433317937,customer395
975,1807,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B Special,Drop-ship,,Độc lập,TT hành chính kinh tế,CNMN,Q. 1,HCM,86,,Closed,Closed,8,2020,,179366963,customer1270
976,1808,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B Special,Drop-ship,,Độc lập,TT hành chính kinh tế,CNMN,Q. 1,HCM,,,,,,,,f79d5cb7c,customer399
977,1809,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B Premium,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,Q. 7,HCM,110,,11,2019,,,,a5909c3ea,customer143
978,2001,B2C,CHTT,KVCA,Còn lại,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Khác,CNCA,Campuchia,Campuchia,150,80,7,2019,,,,a4af54eee,customer1349
979,1145,B2C,CHTT,KVMN,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMN,H. Bình Đại,BTE,120,80,11,2018,5,2020,close,cc1e835e2,customer141
980,1161,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,Q. Tân Phú,HCM,120.3,73.7,12,2019,,,,2279f25ce,customer126
981,1162,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,Q. 8,HCM,110.45,112.35,1,2020,,,,990bf2c4a,customer104
982,1163,B2C,CHTT,KVMN,Còn lại,Cửa hàng B thông thường,Drop-ship,,Độc lập,Nông thôn,CNMN,H. Châu Thành,TNH,96.8,48.6,3,2020,7,2021,,70b6416c8,customer1805
983,1164,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,Q. Bình Tân,HCM,138.4,36.6,4,2020,,,,aef4d0c16,customer114
984,1165,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,Q. 9,HCM,123,90,6,2020,,,,8d8a4d58d,customer202
985,1166,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMN,Tp. Thuận An,BDG,72,75.44,6,2020,,,,5bcfd1b8e,customer61
986,1246,B2C,CHTT,KVMB,Cấp TW,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMB,H. Đông Anh,HNI,91,91,1,2020,,,,c0e0dfd2a,customer187
987,1247,B2C,CHTT,KVMB,Cấp TW,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMB,Q. Hà Đông,HNI,54,51,1,2020,,,,e66bc48d4,customer169
988,1248,B2C,CHTT,KVMB,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMB,Q. Hà Đông,HNI,130,82,3,2020,,,,5898041ea,customer1097
989,1249,B2C,CHTT,KVMB,Cấp TW,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMB,Q. Hoàng Mai,HNI,94,77.5,4,2020,,,,5fbf565bc,customer119
990,1250,B2C,CHTT,KVMB,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMB,Tp. Cẩm Phả,QNH,105.3,80.868,4,2020,,,,554b38199,customer139
991,1251,B2C,CHTT,KVMB,Cấp 1,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nông thôn,CNMB,H. Thủy Nguyên,HPG,54.9,54.9,4,2020,,,,6442696ae,customer1720
992,1252,B2C,CHTT,KVMB,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMB,Tp. Bắc Ninh,BNH,116,71.28,9,2020,,,,0b2da01e9,customer72
993,1253,B2C,CHTT,KVMB,Còn lại,Cửa hàng chuyên kinh doanh các sản phẩm giảm giá,Drop-ship,,Pop - up,Khác,CNMB,Q. Hà Đông,HNI,,,,,,,,02c2eb119,customer2011
994,1254,B2C,CHTT,KVMB,Cấp 1,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMB,Q. Kiến An,HPG,126.34,46.56,8,2020,,,,4c2a3c2a6,customer132
995,1529,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,Tp. Châu Đốc,AGG,126.7,82.53,2,2020,,,,2bd26bf68,customer345
996,1530,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,,Độc lập,Nội thành,CNMT,Tp. Bạc Liêu,BLU,130,78.6,5,2020,4,2022,,a124d9ccb,customer1727
997,1531,B2C,CHTT,KVMT,Còn lại,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nông thôn,CNMT,Tx. Giá Rai,BLU,99.07,77.09,6,2020,,,,069196bb7,customer924
998,1630,B2C,CHTT,KVTN,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMTR-TN,H. Chư Sê,GLI,120,64.4,5,2020,,,,f1f875c8b,customer1110
999,1630,B2C,CHTT,KVTN,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMTR-TN,H. Chư Sê,GLI,120,64.4,5,2020,,,,e3612e591,customer1804
1000,1810,B2C,CHTT,KVMB,Cấp TW,Cửa hàng B Premium,Drop-ship,100 m2 < và <= 150 m2,Trong mall,Nội thành,CNMB,Q. Đống Đa,HNI,131,,3,2020,3,2023,,2510cf1ee,customer177
1001,1812,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B Premium,Drop-ship,,Trong mall,Nội thành,CNMN,Q. 10,HCM,86,,7,2020,5,2022,,23f8d4bce,customer1747
1002,1813,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B Premium,Drop-ship,100 m2 < và <= 150 m2,Trong mall,Nội thành,CNMN,Q. Gò Vấp,HCM,150,,8,2020,,,,6ba416cf1,customer531
1003,1167,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,Tp. Bến Tre,BTE,122,72,8,2020,2,2023,bị lấy lại mb chờ tìm mở thay thế,4305de5ca,customer87
1004,1100,B2B,TGPP,KVMN,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Pop - up,Khác,CNMN,Closed,Closed,,,,,,,,70ea4e990,customer22
1005,1152,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,Q. Gò Vấp,HCM,104,72,7,2019,,,,91d22cf11,customer1344
1006,1162,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,Q. 8,HCM,110.45,112.35,1,2020,,,,dfe08810d,customer104
1007,1163,B2C,CHTT,KVMN,Còn lại,Cửa hàng B thông thường,Drop-ship,,Độc lập,Nông thôn,CNMN,H. Châu Thành,TNH,96.8,48.6,3,2020,7,2021,,82cbca5d3,customer1280
1008,1164,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,Q. Bình Tân,HCM,138.4,36.6,4,2020,,,,972b499e9,customer114
1009,1165,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,Q. 9,HCM,123,90,6,2020,,,,876db7d97,customer202
1010,1166,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMN,Tp. Thuận An,BDG,72,75.44,6,2020,,,,4871fe309,customer61
1011,1169,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,Tp. Thủ Đức,HCM,150,70,10,2020,,,,af0c5a86c,customer183
1012,1200,B2B,TGPP,KVMB,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Pop - up,Khác,CNMB,Closed,Closed,,,,,,,,339da7c03,customer22
1013,1248,B2C,CHTT,KVMB,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMB,Q. Hà Đông,HNI,130,82,3,2020,,,,1376664de,customer1884
1014,1500,B2B,TGPP,Khác,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Pop - up,Khác,CNMT,Closed,Closed,,,,,,,,757b81952,customer22
1015,1529,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,Tp. Châu Đốc,AGG,126.7,82.53,2,2020,,,,aa3984c15,customer386
1016,1530,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,,Độc lập,Nội thành,CNMT,Tp. Bạc Liêu,BLU,130,78.6,5,2020,4,2022,,36fc3abe7,customer740
1017,1600,B2B,TGPP,KVTN,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Pop - up,Khác,CNMTR-TN,Closed,Closed,,,,,,,,d0e800969,customer22
1018,1810,B2C,CHTT,KVMB,Cấp TW,Cửa hàng B Premium,Drop-ship,100 m2 < và <= 150 m2,Trong mall,Nội thành,CNMB,Q. Đống Đa,HNI,131,,3,2020,3,2023,,61a91cdfa,customer177
1019,1811,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B Premium,Drop-ship,> 200 m2,Trong mall,Nội thành,CNMN,Tp. Vũng Tàu,VTU,210,,9,2020,,,,342cbd03f,customer168
1020,2002,B2C,CHTT,KVCA,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Khác,CNCA,Campuchia,Campuchia,123,80,10,2020,11,2021,,14ef50f75,customer648
1021,2002,B2C,CHTT,KVCA,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Khác,CNCA,Campuchia,Campuchia,123,80,10,2020,11,2021,,c82fb0c28,customer1948
1022,50000185,B2B,TGPP,Trung Quốc,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Độc lập,Khác,CNLC,Closed,Closed,,,9,2018,Closed,Closed,,9cb6595f1,customer1431
1023,50000186,B2B,TGPP,Trung Quốc,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Độc lập,Khác,CNLC,Closed,Closed,,,9,2018,Closed,Closed,,d098f0cb8,customer1325
1024,50000187,B2B,TGPP,Trung Quốc,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Độc lập,Khác,CNLC,Closed,Closed,,,9,2018,Closed,Closed,,3e4468a19,customer1259
1025,50000188,B2B,TGPP,Trung Quốc,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Độc lập,Khác,CNLC,Closed,Closed,,,9,2018,Closed,Closed,,d3f687a0a,customer1373
1026,50000190,B2B,TGPP,Trung Quốc,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Độc lập,Khác,CNLC,Closed,Closed,,,10,2018,Closed,Closed,,c8bd9c590,customer1812
1027,50000191,B2B,TGPP,Trung Quốc,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Độc lập,Khác,CNLC,Closed,Closed,,,10,2018,Closed,Closed,,ce3b3b183,customer1435
1028,50000200,B2B,TGPP,Trung Quốc,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Độc lập,Khác,CNLC,Closed,Closed,,,2,2019,Closed,Closed,,0eb43f355,customer1639
1029,50000201,B2B,TGPP,Trung Quốc,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Độc lập,Khác,CNLC,Closed,Closed,,,2,2019,Closed,Closed,,aadd5fadc,customer1413
1030,50000205,B2B,TGPP,Trung Quốc,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Độc lập,Khác,CNLC,Closed,Closed,,,4,2019,Closed,Closed,,46f488f92,customer1035
1031,50000215,B2B,TGPP,Trung Quốc,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Độc lập,Khác,CNLC,Closed,Closed,,,7,2019,Closed,Closed,,b0cd89032,customer1316
1032,50000220,B2B,TGPP,Trung Quốc,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Độc lập,Khác,CNLC,Closed,Closed,,,7,2019,Closed,Closed,,2b1a51da8,customer894
1033,50000225,B2B,TGPP,Trung Quốc,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Độc lập,Khác,CNLC,Closed,Closed,,,8,2019,Closed,Closed,,e5cceb2a2,customer954
1034,60000011,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,a141e6414,customer5
1035,60000012,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,915e80e1d,customer1987
1036,60000015,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,919f098f0,customer5
1037,60000017,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,196a82f46,customer0
1038,60000020,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,19da08810,customer0
1039,60000022,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,ecbed2875,customer1612
1040,60000023,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,667083b67,customer5
1041,60000024,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,4938e17b9,customer32
1042,60000026,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,3d75b9837,customer0
1043,60000028,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,7,2021,,296fa3004,customer839
1044,60000030,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,cc0d21c81,customer5
1045,60000032,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,53c65c642,customer0
1046,60000033,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,ea72d5589,customer32
1047,60000034,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,a3f12830c,customer0
1048,60000035,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,4b5c60d79,customer0
1049,60000037,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,ca8f464d6,customer339
1050,60000040,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,52d00d234,customer0
1051,60000045,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,f567e7c0e,customer5
1052,60000048,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,b021a6c22,customer0
1053,60000049,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,81791faad,customer5
1054,60000051,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,d26c3a855,customer1354
1055,60000053,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,7ae76e74e,customer0
1056,60000055,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,2ad50c77d,customer1198
1057,60000056,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,7,2021,,9eae40153,customer1271
1058,60000059,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,759d0a25b,customer229
1059,60000064,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,3bb76534f,customer29
1060,60000065,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,b122fc8c9,customer1642
1061,60000067,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,4dd209005,customer0
1062,60000068,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,15be852f1,customer0
1063,60000069,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,725020713,customer849
1064,60000070,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,bbe63d43f,customer0
1065,60000073,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,07bf6fd23,customer0
1066,60000074,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,61247002e,customer918
1067,60000075,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,8ce917784,customer0
1068,60000076,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,b4de4e882,customer5
1069,60000078,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,df10edd71,customer0
1070,60000080,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,14f8bd8d1,customer1015
1071,60000082,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,e9b8f8479,customer0
1072,60000083,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,adad2430a,customer0
1073,60000084,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,99ea04faf,customer0
1074,60000086,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,01ee98000,customer5
1075,60000088,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,84a6a989a,customer0
1076,60000089,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,ee9f7258c,customer1176
1077,60000090,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,34dd5987e,customer609
1078,60000091,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,c5074bc3d,customer995
1079,60000094,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,87d15826f,customer0
1080,60000096,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,8fd8d25cc,customer0
1081,60000097,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,c6a3574cd,customer5
1082,60000098,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,9c0960746,customer5
1083,60000099,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,4c08a9bb1,customer1598
1084,60000101,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,fe9c8af4a,customer1834
1085,60000103,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,4bfdc64fe,customer5
1086,60000106,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,d8d838be5,customer0
1087,60000107,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,d9ba65549,customer23
1088,60000108,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,305fa57a2,customer0
1089,60000109,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,e80a506f2,customer5
1090,60000112,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,a895e11e7,customer1705
1091,60000113,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMN,Closed,Closed,,,11,2010,Closed,Closed,,f02ff41bf,customer301
